GRUPO_REFERENCIA;MUNICIPIO_INSTITUCION;DEPARTAMENTO_INSTITUCION;ID_INSTITUCION;INSTITUCION;ORIGEN;CARACTER;SNIES;MUNICIPIO_PROGRAMAACADEMICO;DEPARTAMENTO_PROGRAMAACADEMICO;PROGRAMA_ACADEMICO;NOMBRE_MODULO;TOTAL_EVALGRUPO_INSTPROGRAMA;PROMEDIO_PUNTAJEGLOBAL;DESVI_ESTANDAR_PUNTAJEGLOBAL;PROMEDIO_PUNTAJEPRUEBA;DESVI_ESTANDAR_PUNTAJEPRUEBA
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19050;BUENAVENTURA;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;FORMAR;1;136;0;105;0
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15540;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;ENSEÑAR;18;155;19;166;23
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15540;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;EVALUAR;18;155;19;176;30
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15540;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;FORMAR;18;155;19;174;31
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19036;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;ENSEÑAR;18;155;19;173;18
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;53352;SANTANDER DE QUILICHAO;CAUCA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;ENSEÑAR;19;143;15;167;17
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19042;BUENAVENTURA;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;ENSEÑAR;14;132;20;148;32
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19042;BUENAVENTURA;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;EVALUAR;14;132;20;159;29
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;53352;SANTANDER DE QUILICHAO;CAUCA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;EVALUAR;19;143;15;169;23
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19036;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;EVALUAR;18;155;19;182;22
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19036;CALI;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;FORMAR;18;155;19;167;24
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19042;BUENAVENTURA;VALLE;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;FORMAR;14;132;20;136;32
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;53352;SANTANDER DE QUILICHAO;CAUCA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;FORMAR;19;143;15;148;24
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19054;PALMIRA;VALLE;LICENCIATURA EN EDUCACION FISICA Y DEPORTES;ENSEÑAR;26;147;16;151;24
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19052;CALI;VALLE;LICENCIATURA EN EDUCACION FISICA Y DEPORTES;ENSEÑAR;39;150;20;161;23
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19054;PALMIRA;VALLE;LICENCIATURA EN EDUCACION FISICA Y DEPORTES;EVALUAR;26;147;16;148;29
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19052;CALI;VALLE;LICENCIATURA EN EDUCACION FISICA Y DEPORTES;EVALUAR;39;150;20;169;26
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19054;PALMIRA;VALLE;LICENCIATURA EN EDUCACION FISICA Y DEPORTES;FORMAR;26;147;16;145;25
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19052;CALI;VALLE;LICENCIATURA EN EDUCACION FISICA Y DEPORTES;FORMAR;39;150;20;158;33
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19058;CALI;VALLE;LICENCIATURA EN EDUCACION POPULAR;ENSEÑAR;17;157;21;179;18
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19058;CALI;VALLE;LICENCIATURA EN EDUCACION POPULAR;EVALUAR;17;157;21;186;20
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19058;CALI;VALLE;LICENCIATURA EN EDUCACION POPULAR;FORMAR;17;157;21;174;31
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;557;CALI;VALLE;LICENCIATURA EN FILOSOFIA;ENSEÑAR;13;167;17;170;20
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;557;CALI;VALLE;LICENCIATURA EN FILOSOFIA;EVALUAR;13;167;17;175;23
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;557;CALI;VALLE;LICENCIATURA EN FILOSOFIA;FORMAR;13;167;17;179;38
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;555;CALI;VALLE;LICENCIATURA EN HISTORIA;ENSEÑAR;21;150;21;161;25
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;555;CALI;VALLE;LICENCIATURA EN HISTORIA;EVALUAR;21;150;21;168;27
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;555;CALI;VALLE;LICENCIATURA EN HISTORIA;FORMAR;21;150;21;153;36
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15383;CALI;VALLE;LICENCIATURA EN LENGUAS EXTRANJERAS INGLES-FRANCES;ENSEÑAR;55;178;22;171;26
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15383;CALI;VALLE;LICENCIATURA EN LENGUAS EXTRANJERAS INGLES-FRANCES;EVALUAR;55;178;22;183;26
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15383;CALI;VALLE;LICENCIATURA EN LENGUAS EXTRANJERAS INGLES-FRANCES;FORMAR;55;178;22;171;33
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;559;CALI;VALLE;LICENCIATURA EN LITERATURA;ENSEÑAR;49;175;23;176;23
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;559;CALI;VALLE;LICENCIATURA EN LITERATURA;EVALUAR;49;175;23;179;24
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;559;CALI;VALLE;LICENCIATURA EN LITERATURA;FORMAR;49;175;23;179;29
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19056;CALI;VALLE;LICENCIATURA EN MATEMATICAS Y FISICA;ENSEÑAR;15;158;14;168;22
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19056;CALI;VALLE;LICENCIATURA EN MATEMATICAS Y FISICA;EVALUAR;15;158;14;163;35
EDUCACIÓN;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;19056;CALI;VALLE;LICENCIATURA EN MATEMATICAS Y FISICA;FORMAR;15;158;14;157;27
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;915;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN BIOLOGIA;ENSEÑAR;80;161;19;172;25
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;915;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN BIOLOGIA;EVALUAR;80;161;19;176;24
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;915;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN BIOLOGIA;FORMAR;80;161;19;177;27
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;910;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;ENSEÑAR;72;171;18;180;21
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;910;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;EVALUAR;72;171;18;192;25
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;910;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;FORMAR;72;171;18;187;28
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;12934;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA;ENSEÑAR;51;160;14;167;16
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;12934;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA;EVALUAR;51;160;14;169;20
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;12934;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA;FORMAR;51;160;14;171;28
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11348;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA;ENSEÑAR;67;166;19;180;20
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11348;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA;EVALUAR;67;166;19;187;21
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11348;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA;FORMAR;67;166;19;181;25
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11347;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES;ENSEÑAR;93;176;17;173;20
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11347;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES;EVALUAR;93;176;17;183;26
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11347;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES;FORMAR;93;176;17;181;29
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;914;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;ENSEÑAR;32;163;16;176;18
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;914;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;EVALUAR;32;163;16;185;19
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;914;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;FORMAR;32;163;16;172;23
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;913;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN FISICA;ENSEÑAR;38;156;20;159;23
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;913;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN FISICA;EVALUAR;38;156;20;168;21
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;913;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN FISICA;FORMAR;38;156;20;159;30
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11239;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;91;158;17;177;22
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11239;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;91;158;17;186;23
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;11239;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;91;158;17;183;24
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;916;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN QUIMICA;ENSEÑAR;70;160;18;173;22
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;916;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN QUIMICA;EVALUAR;70;160;18;178;22
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;916;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN QUIMICA;FORMAR;70;160;18;168;28
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;13222;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BILINGUE CON ENFASIS EN LA ENSEÑANZA DEL INGLES;ENSEÑAR;74;165;17;161;25
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;13222;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BILINGUE CON ENFASIS EN LA ENSEÑANZA DEL INGLES;EVALUAR;74;165;17;167;22
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;13222;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN EDUCACION BILINGUE CON ENFASIS EN LA ENSEÑANZA DEL INGLES;FORMAR;74;165;17;152;30
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;13143;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;ENSEÑAR;60;142;18;159;22
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;13143;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;EVALUAR;60;142;18;165;26
EDUCACIÓN;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;13143;BOGOTÁ D.C.;BOGOTA;LICENCIATURA EN PEDAGOGIA INFANTIL;FORMAR;60;142;18;154;27
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;850;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN BIOLOGIA Y QUIMICA;ENSEÑAR;3;131;8;133;22
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;850;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN BIOLOGIA Y QUIMICA;EVALUAR;3;131;8;137;41
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;850;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN BIOLOGIA Y QUIMICA;FORMAR;3;131;8;135;25
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15949;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN HUMANIDADES;ENSEÑAR;1;119;0;143;0
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15949;OVEJAS;SUCRE;LICENCIATURA EN HUMANIDADES;ENSEÑAR;1;98;0;141;0
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15949;OVEJAS;SUCRE;LICENCIATURA EN HUMANIDADES;EVALUAR;1;98;0;146;0
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15949;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN HUMANIDADES;EVALUAR;1;119;0;155;0
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15949;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN HUMANIDADES;FORMAR;1;119;0;152;0
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15949;OVEJAS;SUCRE;LICENCIATURA EN HUMANIDADES;FORMAR;1;98;0;112;0
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15946;SAN CAYETANO;NORTE SANTANDER;LICENCIATURA EN INFORMATICA;ENSEÑAR;8;123;16;133;23
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15946;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN INFORMATICA;ENSEÑAR;13;143;15;159;26
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15946;SAN CAYETANO;NORTE SANTANDER;LICENCIATURA EN INFORMATICA;EVALUAR;8;123;16;142;33
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15946;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN INFORMATICA;EVALUAR;13;143;15;151;26
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15946;SAN CAYETANO;NORTE SANTANDER;LICENCIATURA EN INFORMATICA;FORMAR;8;123;16;131;37
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15946;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN INFORMATICA;FORMAR;13;143;15;143;31
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;15948;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN MATEMATICAS;ENSEÑAR;1;127;0;123;0
EDUCACIÓN;CÚCUTA;NORTE SANTANDER;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;101318;CÚCUTA;NORTE SANTANDER;LICENCIATURA EN MATEMATICAS;ENSEÑAR;24;150;20;170;25
